0 1 2
243 145 67

209 39 2

113 31 44

293 324 98

153 71 63

236 387 62

50 55 73

69 90 31

99 230 83

335 30 2

115 99 99

223 273 58

2 79 96

258 179 39

26 255 56

270 196 24

271 302 37

65 139 36

112 13 13

213 181 96

149 261 89

226 321 40

224 290 40

69 279 62

303 363 38

55 198 13

11 345 31

123 261 58

239 236 26

274 27 76

331 42 96

45 12 42

104 24 16

132 303 94

354 353 88

6 42 11

44 306 69

76 268 31

182 56 8

162 221 41

358 44 35

197 305 68

338 82 48

364 72 77

216 245 37

383 147 98

290 195 23

210 387 33

104 57 27

385 113 85

47 127 46

91 263 88

210 49 41

328 42 27

282 324 47

238 164 97

139 119 67

265 8 86

178 369 92

380 72 18

217 16 78

303 387 45

149 265 41

322 334 57

287 333 37

41 174 1

392 149 22

181 125 100

194 203 52

214 140 56

84 194 36

35 382 3

265 347 90

178 292 56

162 153 91

282 50 41

365 198 45

193 260 72

96 323 88

37 60 15

164 392 9

325 110 27

353 378 66

178 160 98

279 153 39

110 67 93

311 366 86

150 258 53

360 21 44

371 68 47

218 372 10

236 326 76

159 217 5

56 43 19

388 244 12

35 356 89

241 6 53

37 23 37

202 122 11

309 210 60

389 230 24

139 299 86

25 95 51

56 376 65

157 334 23

60 238 58

119 121 71

60 396 35

339 71 78

43 91 61

208 43 48

89 281 62

37 361 7

77 200 37

22 21 7

315 210 10

82 88 11

220 118 53

36 239 5

297 109 53

269 179 41

374 96 85

267 62 38

133 16 52

68 48 92

83 110 73

349 59 62

87 224 79

177 193 73

56 158 41

184 22 76

358 195 12

258 146 72

67 350 30

222 312 32

43 286 33

270 123 54

86 318 95

14 119 69

29 382 2

330 89 2

54 232 69

8 288 34

168 238 43

178 292 92

26 314 23

158 37 84

144 286 71

5 248 77

14 119 7

8 230 44

61 379 25

133 260 99

200 353 39

310 369 30

193 260 40

103 70 100

72 65 100

168 313 46

386 174 65

36 169 28

236 92 73

233 276 47

170 328 23

236 140 83

232 93 70

249 377 53

193 93 16

326 178 29

140 290 31

87 383 87

200 80 29

392 379 43

311 81 53

200 136 21

248 306 57

66 155 86

82 47 10

37 242 27

65 124 76

269 271 42

200 294 67

41 250 83

368 331 14

93 201 71

154 107 63

189 146 81

309 340 100

70 225 94

159 100 56

173 154 35

151 113 22

164 13 23

205 253 76

8 153 44

363 190 63

266 280 35

262 241 34

61 106 85

124 123 64

157 390 40

220 284 58

147 164 65

89 139 55

176 181 32

357 278 77

359 230 2

42 289 78

128 322 45

120 43 62

27 277 79

50 268 11

106 72 56

99 158 10

343 25 16

212 232 65

376 184 73

133 388 18

67 305 24

51 56 14

1 123 68

157 336 94

149 378 53

341 378 84

250 175 40

217 298 26

372 38 23

38 27 74

168 301 38

397 390 36

212 160 23

48 323 16

93 367 20

149 173 30

176 353 71

227 381 33

312 249 76

93 1 31

39 137 58

308 381 37

26 202 40

171 43 81

109 121 98

371 150 21

242 254 14

380 177 95

220 252 38

43 372 62

228 202 77

106 366 5

370 27 100

159 70 74

11 355 10

175 270 41

258 311 54

67 180 27

346 281 37

396 201 99

162 200 59

247 195 80

42 120 2

394 4 39

246 313 17

89 378 86

349 27 24

298 249 14

26 40 50

53 168 90

297 190 92

55 306 23

384 355 70

142 258 60

226 30 99

56 263 12

330 28 58

23 346 73

61 327 56

312 140 13

318 340 38

199 38 1

289 85 85

187 321 56

329 183 33

15 294 89

81 109 98

169 361 54

304 297 12

322 343 22

232 234 32

294 343 23

302 94 94

322 236 54

255 147 65

153 356 39

305 156 95

154 39 74

350 290 69

223 378 44

192 4 73

306 296 49

311 86 51

29 344 14

76 59 93

86 261 4

48 141 10

175 338 44

320 34 36

170 388 76

59 198 45

92 243 59

237 45 9

163 224 41

74 73 2

77 89 49

381 75 12

349 65 65

167 284 37

242 40 96

252 281 81

24 255 92

339 130 5

306 264 90

151 86 25

242 1 15

299 30 60

324 6 56

76 329 52

281 170 2

230 153 35

390 237 39

231 137 53

50 316 95

37 243 12

171 313 56

317 179 22

240 136 30

168 112 96

158 226 67

251 189 35

306 308 2

87 215 42

180 337 21

388 119 11

226 192 13

323 113 95

6 125 58

341 253 73

245 358 54

59 205 34

327 165 26

276 290 20

276 221 13

178 238 61

370 29 32

365 106 63

0 35 76

232 269 46

179 351 34

319 397 90

314 338 2

339 152 68

182 237 91

22 267 44

185 310 58

326 111 40

164 44 51

9 135 66

49 204 10

176 243 35

231 138 31

336 162 80

346 94 6

89 261 79

236 171 95

263 104 69

69 171 84

155 56 50

365 216 42

49 185 84

114 207 19

62 208 71

258 74 80

305 289 68

82 383 50

196 305 31

157 293 15

292 1 68

302 244 3

294 179 47

218 314 34

122 9 11

354 300 85

304 107 80

252 267 67

177 43 74

252 286 58

276 184 65

202 97 100

1 143 26

226 46 30

184 343 85

135 322 37

120 41 10

377 135 39

355 143 100

8 347 78

5 391 1

129 374 53

122 219 45

26 24 92

109 43 48

263 144 51

230 65 78

316 7 59

275 202 7

309 55 11

215 392 40

185 148 4

189 107 59

396 108 3

378 140 4

169 84 45

300 0 96

395 9 77

364 315 90

308 47 80

379 55 27

378 135 59

396 260 43

194 27 3

380 285 95

286 300 8

79 60 23

34 293 91

366 325 52

25 392 26

360 124 64

211 133 22

215 384 63

184 73 90

387 74 8

263 237 6

278 101 54

113 285 29

342 39 9

30 75 67

85 252 9

198 300 4

119 180 31

134 346 54

194 21 77

168 89 12

6 150 36

189 336 63

294 206 64

286 318 88

74 137 14

288 339 56

48 158 88

37 114 31

297 152 60

260 85 45

319 362 74

385 156 40

290 103 54

381 63 83

26 9 93

344 223 18

142 48 30

376 186 25

252 309 53

251 274 34

150 378 68

207 100 35

85 267 77

361 273 58

26 141 77

227 112 40

187 156 96

98 299 14

41 377 51

56 338 85

136 360 69

263 312 35

167 293 22

294 0 63

33 167 49

97 0 2

372 280 76

266 69 90

266 38 100

318 10 13

19 155 20

396 12 18

212 72 55

66 249 54

378 321 31

222 111 56

216 380 65

66 343 50

193 35 38

13 199 86

225 134 83

143 286 23

323 260 22

352 117 10

14 78 14

203 140 76

241 283 45

85 253 66

146 38 81

230 160 70

288 351 47

224 47 63

59 319 7

146 75 27

123 268 54

274 49 14

332 258 84

319 157 95

80 152 18

309 49 25

278 202 94

51 284 29

374 218 51

225 4 7

64 263 53

197 160 11

161 189 75

272 45 61

358 314 50

358 325 84

143 274 88

13 105 51

203 200 9

4 102 99

361 266 75

2 65 2

280 367 69

28 139 40

120 316 41

385 99 99

260 7 20

320 211 90

222 382 86

200 71 3

2 5 98

1 385 56

374 387 43

285 263 80

355 171 24

166 312 27

145 366 20

212 333 61

267 275 50

220 360 50

390 371 18

212 246 3

121 302 59

296 130 100

101 360 18

109 188 95

192 342 91

64 146 12

147 134 19

59 249 70

344 156 32

231 187 81

126 131 62

326 144 56

194 104 99

347 182 33

5 277 36

317 378 26

109 51 92

146 389 75

248 71 47

134 225 9

97 259 17

302 103 91

288 194 69

66 233 86

9 117 7

181 379 41

86 245 13

187 150 78

16 346 80

260 63 42

102 291 21

272 73 86

151 74 63

26 271 14

378 227 49

325 357 20

94 307 57

66 168 18

301 212 52

176 386 41

397 286 70

15 266 52

170 97 43

235 149 59

203 223 43

243 306 39

322 367 81

102 121 94

109 341 5

147 263 14

285 250 24

230 274 95

75 4 100

344 343 35

20 389 68

187 182 7

327 200 12

291 199 96

122 189 99

341 281 25

322 23 85

395 253 18

147 46 72

217 332 14

21 125 55

162 137 74

194 241 100

48 108 93

214 98 100

94 325 21

289 186 26

371 123 68

181 129 9

187 51 28

128 395 42

9 46 44

177 315 28

363 62 36

6 122 3

115 53 78

373 122 24

187 49 85

134 290 16

228 126 74

123 165 78

318 281 54

242 350 77

336 178 53

198 165 66

254 395 60

173 351 60

173 293 21

60 190 100

356 322 54

314 92 58

231 283 18

219 14 16

100 387 64

195 23 4

355 139 19

330 242 3

234 208 95

346 84 47

346 0 74

86 214 53

304 260 7

382 283 18

86 212 92

236 288 96

338 335 21

232 179 20

89 279 9

179 117 79

107 102 67

367 99 72

183 32 66

8 82 61

220 128 40

17 332 97

83 20 93

364 163 60

6 162 45

27 204 94

318 44 76

200 370 65

306 269 92

324 358 79

285 308 90

152 170 3

373 41 8

239 170 86

72 382 55

83 383 45

252 130 18

168 238 53

168 96 35

306 259 23

208 378 7

79 153 74

145 347 21

228 395 23

163 55 16

100 370 9

309 250 43

377 328 40

354 232 44

32 187 84

87 160 100

69 346 68

137 111 90

286 126 26

239 384 100

70 180 74

213 377 86

196 207 48

366 177 14

162 39 35

82 219 94

207 340 97

103 118 98

65 212 63

390 43 41

49 385 2

212 70 65

132 307 41

242 225 23

2 56 66

108 332 71

291 28 45

171 130 34

217 161 75

234 152 90

352 37 56

288 315 27

289 12 3

159 191 64

236 271 36

219 137 87

39 42 39

138 149 74

347 221 20

239 291 90

353 133 76

171 65 63

332 121 87

238 55 58

247 382 70

313 7 1

99 291 93

336 165 67

243 186 37

89 25 24

201 117 9

168 375 63

331 303 54

279 171 29

250 329 47

160 377 72

310 387 22

31 42 33

42 37 36

73 298 93

222 154 72

365 200 99

108 103 60

18 343 80

302 397 32

25 31 14

309 80 23

70 178 36

237 12 23

75 251 60

241 395 9

74 3 19

146 36 70

267 84 78

249 147 84

305 120 34

218 198 57

86 365 72

312 280 94

384 350 49

97 5 7

13 110 29

390 251 28

78 291 92

397 217 41

30 233 98

345 234 34

285 179 39

33 309 85

342 26 52

25 128 86

362 68 42

6 105 36

164 183 97

372 87 5

206 86 12

86 316 83

155 202 47

143 62 96

5 81 66

157 288 93

360 44 67

293 312 35

374 130 69

256 284 22

363 295 17

333 74 64

271 122 76

313 155 21

318 251 58

198 388 28

362 270 64

334 170 58

247 64 51

66 255 44

193 86 94

246 128 89

283 381 12

15 374 41

169 121 9

208 300 46

90 295 72

127 291 36

38 100 79

296 254 95

166 144 79

218 339 53

274 235 31

31 147 2

81 323 11

7 313 43

102 369 38

247 202 94

25 336 49

113 37 13

167 215 67

163 376 6

121 60 69

81 220 35

209 277 71

80 281 57

378 40 20

327 179 96

90 316 32

308 241 75

359 113 22

315 384 21

50 391 11

339 283 23

392 114 53

229 126 88

104 16 89

196 240 4

224 288 57

39 142 46

29 144 71

64 156 90

383 284 98

51 292 81

318 85 38

162 190 29

185 163 54

265 383 48

281 132 49

385 220 48

366 245 71

28 296 51

387 392 30

241 358 94

169 207 66

167 122 12

388 37 4

268 335 21

63 94 76

48 285 16

232 44 52

41 74 1

269 220 13

362 105 9

6 211 73

258 35 1

374 269 68

351 101 68

288 252 38

66 203 27

11 371 76

269 260 65

384 368 19

210 237 23

118 158 70

286 233 14

332 17 13

98 380 57

234 90 61

368 208 40

169 316 62

75 254 87

103 260 20

61 262 99

6 162 15

339 322 95

391 272 77

82 288 4

276 394 68

171 111 15

136 339 39

231 265 45

183 275 45

74 354 91

349 374 8

80 347 46

210 84 3

233 192 14

92 186 26

87 106 2

107 277 6

379 62 98

205 222 63

190 182 93

73 40 70

359 249 28

234 44 87

357 231 83

138 215 65

202 225 37

64 194 14

285 280 82

169 158 29

316 269 55

387 86 75

250 301 65

252 384 98

157 309 61

185 225 82

386 232 100

128 324 19

41 251 80

130 35 52

342 13 19

237 233 59

110 129 6

93 359 6

134 220 92

379 369 8

363 95 33

291 31 40

353 78 69

308 313 85

144 295 47

179 89 56

312 249 38

176 315 57

309 244 36

287 100 22

48 231 5

15 18 48

306 132 3

17 101 79

358 298 12

141 339 4

370 5 60

73 68 23

290 71 10

156 119 57

182 229 84

256 271 25

7 338 50

393 141 63

197 368 94

206 111 22

239 319 17

84 103 45

28 145 29

134 202 43

158 172 17

377 280 61

316 174 17

298 316 34

302 350 6

99 305 86

153 7 57

205 140 8

395 114 72

104 382 86

184 39 62

108 101 46

362 93 78

44 296 39

26 160 37

348 257 22

1 255 25

88 79 43

190 195 90

35 199 25

110 382 98

184 280 74

31 170 75

388 332 38

157 3 41

132 203 84

10 70 87

265 102 59

311 200 45

392 232 90

86 392 27

23 100 46

159 15 33

4 34 70

300 39 81

375 199 61

55 99 75

332 101 15

106 143 66

96 285 78

186 299 74

6 115 63

50 398 88

245 154 42

326 390 99

151 66 80

245 159 68

373 304 49

14 389 1

42 152 93

145 103 81

157 305 43

177 10 34

389 134 50

150 333 23

361 23 49

97 20 68

25 140 18

356 88 52

313 50 18

339 166 36

319 151 14

301 262 31

155 237 13

358 201 66

385 142 38

130 53 25

321 154 79

372 328 5

11 56 72

309 326 36

202 86 2

388 19 78

189 75 50

225 323 59

60 397 19

115 369 4

59 126 87

190 132 99

182 129 73

141 392 81

364 246 72

16 156 45

163 216 6

339 261 57

266 226 36

113 158 41

23 284 57

313 27 98

2 213 54

380 321 72

94 195 39

298 263 78

109 237 41

211 95 64

266 73 18

258 365 83

181 225 12

365 30 8

342 239 68

69 221 1

97 77 63

361 86 20

362 341 32

267 49 11

349 34 71

265 35 86

282 80 30

119 260 26

349 141 17

84 391 68

104 396 8

254 270 81

50 242 37

84 89 62

307 311 39

394 109 17

308 133 72

295 259 89

119 327 93

343 207 35

269 7 84

105 379 51

364 48 89

276 60 54

7 2 20

218 153 90

76 321 43

141 304 54

184 166 19

333 225 96

172 329 11

337 43 23

221 298 26

14 97 99

18 357 55

278 258 27

202 31 54

232 78 61

22 20 89

331 344 76

223 335 7

177 329 45

330 167 91

369 65 63

230 231 38

289 193 16

331 56 34

386 265 8

76 253 47

124 374 87

285 230 50

19 53 75

147 51 87

153 231 53

237 35 7

343 194 9

277 209 20

115 189 100

82 0 37

203 234 67

336 386 93

237 242 55

45 343 15

23 203 40

304 176 66

215 233 12

271 99 97

137 197 37

318 364 9

240 122 69

227 51 95

80 379 37

376 240 69

169 188 58

298 389 28

292 28 40

98 59 70

276 72 5

261 110 79

245 227 84

369 27 70

117 113 4

187 40 99

145 169 60

310 376 55

128 161 52

170 138 52

333 277 32

326 30 85

390 19 32

127 172 1

116 288 85

345 64 92

131 238 10

332 45 91

215 71 44

284 31 12

343 15 63

311 22 89

309 336 34

376 107 46

290 273 19

17 242 50

74 180 91

172 50 56

196 241 54

220 82 65

96 53 34

22 4 100

319 103 94

274 25 39

345 265 39

308 182 53

97 108 36

219 136 66

219 354 22

38 0 55

91 39 86

220 303 50

368 349 65

135 24 56

315 308 27

107 359 3

222 79 45

312 70 98

196 40 58

233 28 85

183 147 51

344 209 85

8 271 12

192 184 20

141 370 11

9 159 37

378 92 79

252 305 85

0 158 53

331 230 89

219 182 93

379 385 93

233 361 72

278 189 100

328 4 37

13 314 82

201 383 56

116 222 16

395 387 60

165 91 5

364 323 31

266 140 32

309 281 20

351 240 40

115 301 22

395 156 52

13 361 4

42 48 9

358 313 14

161 247 19

284 164 38

315 277 55

233 396 54

58 283 75

239 4 49

364 241 62

214 168 82

259 33 8

90 109 15

374 376 86

34 210 34

313 142 45

174 311 72

179 108 73

78 252 38

186 317 51

139 111 52

159 113 61

93 216 31

10 331 93

26 335 77

203 2 31

308 291 29

55 366 52

94 133 21

392 194 29

358 39 40

153 38 21

109 114 87

303 60 57

312 66 72

274 217 63

346 247 31

323 21 75

332 234 7

278 154 17

60 199 93

323 293 36

186 344 14

362 319 19

264 173 25

387 57 74

172 83 7

107 64 31

139 340 36

343 345 24

96 228 12

147 216 72

157 201 68

14 196 8

301 259 1

127 251 63

269 137 71

306 152 47

212 260 12

77 317 27

47 113 16

306 168 33

16 163 89

209 200 41

338 196 100

221 170 79

107 241 36

112 57 36

376 12 8

165 289 66

58 340 8

330 52 13

12 82 69

390 328 45

137 2 15

350 167 50

35 357 87

14 177 55

223 319 51

96 108 89

386 72 19

173 83 9

195 158 71

290 66 10

356 142 14

85 106 6

294 97 50

226 376 78

222 132 60

83 379 95

75 108 37

109 13 42

172 206 60

153 312 37

115 91 27

42 173 68

248 2 75

105 162 86

288 241 53

47 377 59

32 149 39

379 230 6

262 159 24

379 125 10

239 54 24

70 139 71

312 143 94

143 259 95

278 202 69

398 337 70

49 294 88

254 72 80

2 264 47

252 279 99

97 219 52

152 127 88

2 177 31

271 44 31

146 300 4

259 380 42

329 60 71

226 40 94

56 239 49

85 354 30

150 225 75

65 248 45

91 239 8

281 243 70

114 394 88

51 186 75

180 89 33

317 42 63

129 196 85

211 61 14

378 231 12

291 262 67

18 147 85

177 137 48

364 148 100

139 225 30

380 286 78

71 53 7

357 19 31

59 367 72

171 387 90

269 284 64

361 249 94

190 207 17

359 227 48

377 197 41

237 341 72

105 343 49

25 142 59

310 314 70

128 359 17

275 318 48

212 280 73

227 23 97

363 131 86

218 97 36

83 8 30

72 201 42

175 168 58

330 378 16

276 362 92

49 368 38

95 71 94

12 311 64

24 166 30

316 191 35

340 297 34

27 210 71

311 102 22

233 44 15

357 314 68

100 109 56

148 154 92

298 254 98

385 335 36

114 176 53

281 244 78

24 229 11

65 393 76

355 329 67

35 72 79

328 30 33

324 148 88

16 137 11

392 372 2

365 253 32

374 301 6

286 335 71

8 194 46

245 134 57

236 321 46

269 133 46

130 3 11

271 65 64

215 91 7

147 337 72

29 368 11

162 367 52

373 122 18

354 199 97

382 10 100

237 376 84

386 336 63

103 209 59

78 11 72

23 296 99

289 80 12

213 154 94

107 301 6

196 34 35

286 302 31

27 373 56

391 366 76

114 46 70

57 108 13

231 5 22

235 59 12

9 374 88

92 168 71

101 210 85

275 285 31

174 374 30

309 111 18

282 327 81

159 322 87

90 161 64

89 224 69

185 146 66

213 85 56

22 382 72

239 334 22

231 298 42

313 29 11

35 202 3

99 386 45

373 341 48

39 159 55

241 122 63

49 51 47

215 262 89

290 111 20

368 314 63

123 48 54

276 133 33

42 231 13

360 352 25

379 90 28

140 273 55

160 208 33

84 292 70

379 375 80

9 257 13

182 226 86

381 293 98

62 287 3

293 352 81

118 15 90

135 270 97

15 307 86

57 344 21

260 281 40

300 350 86

175 358 96

211 7 64

301 18 79

388 210 2

248 281 39

149 78 29

188 263 1

302 294 56

195 74 82

314 319 95

103 10 40

273 118 19

4 180 48

283 67 58

253 237 81

115 6 87

233 294 51

0 74 24

280 178 99

108 314 12

71 332 24

229 118 69

164 136 48

339 239 71

203 36 13

208 228 35

6 362 29

318 38 51

132 229 35

172 187 84

6 128 70

241 226 36

133 195 68

91 26 27

275 233 25

254 194 36

95 167 84

328 69 97

208 375 57

94 358 45

46 294 82

186 349 96

47 68 5

221 246 77

109 116 51

253 107 30

63 192 83

92 226 56

189 221 15

250 30 12

116 87 74

236 370 16

62 205 51

141 333 71

225 169 8

104 375 18

71 86 60

237 47 20

194 220 15

70 122 41

363 385 73

266 251 64

230 362 92

34 8 49

297 52 26

362 179 4

289 181 25

270 341 53

34 287 88

290 155 76

81 197 72

12 382 78

35 180 7

377 336 47

340 43 24

343 190 66

307 392 84

46 390 7

266 161 71

70 29 53

138 369 82

61 139 89

161 56 53

299 347 20

267 21 52

251 87 65

306 62 14

74 295 25

122 331 5

40 77 58

343 18 89

362 313 20

137 198 99

7 108 100

95 282 38

43 230 17

65 115 7

55 214 83

143 393 46

160 172 7

228 388 4

89 221 87

